1;6.299;2.362;12.598
2;5.512;2.165;11.024
3;4.724;1.969;11.811
4;3.937;1.772;10.236
5;7.087;2.756;9.449
6;3.543;1.575;8.661
7;5.906;1.969;7.874
8;4.331;1.890;7.087
9;5.118;2.047;6.299
10;3.150;1.496;5.512
11;6.693;2.559;9.843
12;3.740;1.654;7.480
13;6.299;2.362;12.598
14;5.512;2.165;11.024
15;4.724;1.969;11.811
16;3.937;1.772;10.236
17;7.087;2.756;9.449
18;3.543;1.575;8.661
19;5.906;1.969;7.874
20;4.331;1.890;7.087
21;5.118;2.047;6.299
22;3.150;1.496;5.512
23;6.693;2.559;9.843
24;3.740;1.654;7.480
25;6.299;2.362;12.598
26;5.512;2.165;11.024
27;4.724;1.969;11.811
28;3.937;1.772;10.236
29;7.087;2.756;9.449
30;3.543;1.575;8.661
31;5.906;1.969;7.874
32;4.331;1.890;7.087
33;5.118;2.047;6.299
34;3.150;1.496;5.512
35;6.693;2.559;9.843
36;3.740;1.654;7.480
37;6.299;2.362;12.598
38;5.512;2.165;11.024
39;4.724;1.969;11.811
40;3.937;1.772;10.236
41;7.087;2.756;9.449
42;3.543;1.575;8.661
43;5.906;1.969;7.874
44;4.331;1.890;7.087
45;5.118;2.047;6.299
46;3.150;1.496;5.512
47;6.693;2.559;9.843
48;3.740;1.654;7.480
49;6.299;2.362;12.598
50;5.512;2.165;11.024
51;4.724;1.969;11.811
52;3.937;1.772;10.236
53;7.087;2.756;9.449
54;3.543;1.575;8.661
55;5.906;1.969;7.874
56;4.331;1.890;7.087
57;5.118;2.047;6.299
58;3.150;1.496;5.512
59;6.693;2.559;9.843
60;3.740;1.654;7.480
61;6.299;2.362;12.598
62;5.512;2.165;11.024
63;4.724;1.969;11.811
64;3.937;1.772;10.236
65;7.087;2.756;9.449
66;3.543;1.575;8.661
67;5.906;1.969;7.874
68;4.331;1.890;7.087
69;5.118;2.047;6.299
70;3.150;1.496;5.512
71;6.693;2.559;9.843
72;3.740;1.654;7.480
73;6.299;2.362;12.598
74;5.512;2.165;11.024
75;4.724;1.969;11.811
76;3.937;1.772;10.236
77;7.087;2.756;9.449
78;3.543;1.575;8.661
79;5.906;1.969;7.874
80;4.331;1.890;7.087
81;5.118;2.047;6.299
82;3.150;1.496;5.512
83;6.693;2.559;9.843
84;3.740;1.654;7.480
85;6.299;2.362;12.598
86;5.512;2.165;11.024
87;4.724;1.969;11.811
88;3.937;1.772;10.236
89;7.087;2.756;9.449
90;3.543;1.575;8.661
91;5.906;1.969;7.874
92;4.331;1.890;7.087
93;5.118;2.047;6.299
94;3.150;1.496;5.512
95;6.693;2.559;9.843
96;3.740;1.654;7.480
97;6.299;2.362;12.598
98;5.512;2.165;11.024
99;4.724;1.969;11.811
100;3.937;1.772;10.236
