1;7.874;3.937;1.969
2;7.087;3.543;1.772
3;5.906;3.150;1.575
4;4.724;2.362;1.575
5;3.937;1.969;1.181
6;3.150;1.575;0.984
7;6.299;2.756;1.378
8;5.512;2.559;1.181
9;3.543;1.772;0.787
10;2.756;1.378;0.787
11;4.331;2.165;1.575
12;5.118;2.362;1.378
13;1.969;1.969;1.969
14;2.953;2.953;1.575
15;7.874;1.969;0.984
16;1.575;1.575;3.150
17;2.362;1.181;3.543
18;3.346;1.654;2.165
19;3.740;1.890;1.260
20;4.921;2.441;1.102
21;2.165;1.102;2.756
22;6.693;3.346;1.496
23;1.772;1.772;1.772
24;3.937;3.937;0.787
25;7.874;3.937;1.969
26;7.087;3.543;1.772
27;5.906;3.150;1.575
28;4.724;2.362;1.575
29;3.937;1.969;1.181
30;3.150;1.575;0.984
31;6.299;2.756;1.378
32;5.512;2.559;1.181
33;3.543;1.772;0.787
34;2.756;1.378;0.787
35;4.331;2.165;1.575
36;5.118;2.362;1.378
37;1.969;1.969;1.969
38;2.953;2.953;1.575
39;7.874;1.969;0.984
40;1.575;1.575;3.150
41;2.362;1.181;3.543
42;3.346;1.654;2.165
43;3.740;1.890;1.260
44;4.921;2.441;1.102
45;2.165;1.102;2.756
46;6.693;3.346;1.496
47;1.772;1.772;1.772
48;3.937;3.937;0.787
49;7.874;3.937;1.969
50;7.087;3.543;1.772
51;5.906;3.150;1.575
52;4.724;2.362;1.575
53;3.937;1.969;1.181
54;3.150;1.575;0.984
55;6.299;2.756;1.378
56;5.512;2.559;1.181
57;3.543;1.772;0.787
58;2.756;1.378;0.787
59;4.331;2.165;1.575
60;5.118;2.362;1.378
61;1.969;1.969;1.969
62;2.953;2.953;1.575
63;7.874;1.969;0.984
64;1.575;1.575;3.150
65;2.362;1.181;3.543
66;3.346;1.654;2.165
67;3.740;1.890;1.260
68;4.921;2.441;1.102
69;2.165;1.102;2.756
70;6.693;3.346;1.496
71;1.772;1.772;1.772
72;3.937;3.937;0.787
73;7.874;3.937;1.969
74;7.087;3.543;1.772
75;5.906;3.150;1.575
76;4.724;2.362;1.575
77;3.937;1.969;1.181
78;3.150;1.575;0.984
79;6.299;2.756;1.378
80;5.512;2.559;1.181
81;3.543;1.772;0.787
82;2.756;1.378;0.787
83;4.331;2.165;1.575
84;5.118;2.362;1.378
85;1.969;1.969;1.969
86;2.953;2.953;1.575
87;7.874;1.969;0.984
88;1.575;1.575;3.150
89;2.362;1.181;3.543
90;3.346;1.654;2.165
91;3.740;1.890;1.260
92;4.921;2.441;1.102
93;2.165;1.102;2.756
94;6.693;3.346;1.496
95;1.772;1.772;1.772
96;3.937;3.937;0.787
97;7.874;3.937;1.969
98;7.087;3.543;1.772
99;5.906;3.150;1.575
100;4.724;2.362;1.575
