1;3.150;1.575;17.717
2;3.150;1.575;16.535
3;3.150;1.575;14.961
4;3.150;1.575;13.386
5;3.150;1.575;11.811
6;3.150;1.575;10.236
7;3.150;1.575;8.661
8;3.150;1.575;7.087
9;3.150;1.575;5.906
10;3.150;1.575;4.724
11;3.150;1.575;3.937
12;3.150;1.575;3.150
13;3.150;1.575;15.748
14;3.150;1.575;6.299
15;3.150;1.575;9.449
16;3.150;1.575;3.543
17;3.150;1.575;12.598
18;3.150;1.575;7.874
19;3.150;1.575;4.331
20;3.150;1.575;11.024
21;3.150;1.575;17.717
22;3.150;1.575;16.535
23;3.150;1.575;14.961
24;3.150;1.575;13.386
25;3.150;1.575;11.811
26;3.150;1.575;10.236
27;3.150;1.575;8.661
28;3.150;1.575;7.087
29;3.150;1.575;5.906
30;3.150;1.575;4.724
31;3.150;1.575;3.937
32;3.150;1.575;3.150
33;3.150;1.575;15.748
34;3.150;1.575;6.299
35;3.150;1.575;9.449
36;3.150;1.575;3.543
37;3.150;1.575;12.598
38;3.150;1.575;7.874
39;3.150;1.575;4.331
40;3.150;1.575;11.024
41;3.150;1.575;17.717
42;3.150;1.575;16.535
43;3.150;1.575;14.961
44;3.150;1.575;13.386
45;3.150;1.575;11.811
46;3.150;1.575;10.236
47;3.150;1.575;8.661
48;3.150;1.575;7.087
49;3.150;1.575;5.906
50;3.150;1.575;4.724
51;3.150;1.575;3.937
52;3.150;1.575;3.150
53;3.150;1.575;15.748
54;3.150;1.575;6.299
55;3.150;1.575;9.449
56;3.150;1.575;3.543
57;3.150;1.575;12.598
58;3.150;1.575;7.874
59;3.150;1.575;4.331
60;3.150;1.575;11.024
61;3.150;1.575;17.717
62;3.150;1.575;16.535
63;3.150;1.575;14.961
64;3.150;1.575;13.386
65;3.150;1.575;11.811
66;3.150;1.575;10.236
67;3.150;1.575;8.661
68;3.150;1.575;7.087
69;3.150;1.575;5.906
70;3.150;1.575;4.724
71;3.150;1.575;3.937
72;3.150;1.575;3.150
73;3.150;1.575;15.748
74;3.150;1.575;6.299
75;3.150;1.575;9.449
76;3.150;1.575;3.543
77;3.150;1.575;12.598
78;3.150;1.575;7.874
79;3.150;1.575;4.331
80;3.150;1.575;11.024
81;3.150;1.575;17.717
82;3.150;1.575;16.535
83;3.150;1.575;14.961
84;3.150;1.575;13.386
85;3.150;1.575;11.811
86;3.150;1.575;10.236
87;3.150;1.575;8.661
88;3.150;1.575;7.087
89;3.150;1.575;5.906
90;3.150;1.575;4.724
91;3.150;1.575;3.937
92;3.150;1.575;3.150
93;3.150;1.575;15.748
94;3.150;1.575;6.299
95;3.150;1.575;9.449
96;3.150;1.575;3.543
97;3.150;1.575;12.598
98;3.150;1.575;7.874
99;3.150;1.575;4.331
100;3.150;1.575;11.024
