1;0.5;0.5;2.0
2;0.5;0.5;2.0
3;0.5;0.5;2.0
4;0.5;0.5;2.0
5;0.5;0.5;2.0
6;0.5;0.5;2.0
7;0.5;0.5;2.0
8;0.5;0.5;2.0
9;1.0;0.5;2.0
10;1.0;0.5;2.0
11;1.0;0.5;2.0
12;1.0;0.5;2.0
13;1.0;0.5;2.0
14;1.0;0.5;2.0
15;1.0;0.5;2.0
16;1.0;0.5;2.0
17;1.0;1.0;2.0
18;1.0;1.0;2.0
19;1.0;1.0;2.0
20;1.0;1.0;2.0
21;0.5;0.5;4.0
22;0.5;0.5;4.0
23;0.5;0.5;4.0
24;0.5;0.5;4.0
25;1.0;0.5;4.0
26;1.0;0.5;4.0
27;1.0;0.5;4.0
28;1.0;0.5;4.0
29;0.5;0.5;1.0
30;0.5;0.5;1.0
31;0.5;0.5;1.0
32;0.5;0.5;1.0
33;0.5;0.5;1.0
34;0.5;0.5;1.0
35;0.5;0.5;1.0
36;0.5;0.5;1.0
37;1.0;1.0;1.0
38;1.0;1.0;1.0
39;1.0;1.0;1.0
40;1.0;1.0;1.0
41;2.0;0.5;2.0
42;2.0;0.5;2.0
43;2.0;0.5;1.0
44;2.0;0.5;1.0
45;0.25;0.25;2.0
46;0.25;0.25;2.0
47;0.25;0.25;2.0
48;0.25;0.25;2.0
49;0.25;0.5;2.0
50;0.25;0.5;2.0
51;0.25;0.5;2.0
52;0.25;0.5;2.0
53;1.0;0.25;4.0
54;1.0;0.25;4.0
55;0.5;0.25;4.0
56;0.5;0.25;4.0
57;0.5;0.5;8.0
58;0.5;0.5;8.0
59;1.0;0.5;8.0
60;1.0;1.0;4.0
